-286.0946160874    -285.9451632470    -285.9159720676    -285.8658909168    
-286.0948913550    -285.9446852195    -285.9161173512    -285.8657692598    
-286.0952977849    -285.9438681399    -285.9163148242    -285.8655345051    
-286.0957598444    -285.9426819338    -285.9165005676    -285.8651389896    
-286.0961772363    -285.9410853329    -285.9165904464    -285.8645167530    
-286.0964290741    -285.9390263897    -285.9164838961    -285.8635840553    
-286.0963781282    -285.9364431926    -285.9160674188    -285.8622402967    
-286.0958748208    -285.9332644286    -285.9152173255    -285.8603691920    
-286.0947612197    -285.9294106606    -285.9138021857    -285.8578409597    
-286.0928754254    -285.9247964644    -285.9116855513    -285.8545158302    
