-286.0140255393    -285.8654444721    -285.8391481248    -285.8172675097    -285.7807563245    
-286.0137895427    -285.8649808561    -285.8392066541    -285.8163316490    -285.7800868618    
-286.0137776237    -285.8654314292    -285.8386521099    -285.8177425456    -285.7809148220    
-286.0138818336    -285.8655915189    -285.8378913649    -285.8177718681    -285.7796053305    
-286.0138616427    -285.8649904570    -285.8400764908    -285.8164534258    -285.7815920017    
-286.0137607002    -285.8648556757    -285.8376636204    -285.8160945419    -285.7799685499    
-286.0137496786    -285.8655156945    -285.8400814743    -285.8178468456    -285.7810152835    
-286.0139558554    -285.8653815726    -285.8391051112    -285.8172141653    -285.7807048604    
-286.0139583826    -285.8653703547    -285.8390542154    -285.8171838081    -285.7806706421    
-286.0139561588    -285.8653845827    -285.8390941347    -285.8172117123    -285.7807135640    
-286.0139579566    -285.8653670708    -285.8390646455    -285.8171858779    -285.7806618144    
-286.0139554999    -285.8653966578    -285.8391264451    -285.8172284203    -285.7807279640    
-286.0139572873    -285.8653538499    -285.8390309246    -285.8171679576    -285.7806458950    
-286.0139566845    -285.8662507851    -285.8402183536    -285.8175982998    -285.7808562732    
-286.0139619418    -285.8645219927    -285.8379641577    -285.8168008556    -285.7805386061    
-286.0136712575    -285.8649198566    -285.8398363956    -285.8169560756    -285.7805510102    
-286.0136588368    -285.8652723331    -285.8378121944    -285.8168663943    -285.7802308749    
-286.0136704097    -285.8648663620    -285.8395829375    -285.8168895615    -285.7805831014    
-286.0136580829    -285.8653256371    -285.8380196366    -285.8169230108    -285.7801953958    
-286.0140113111    -285.8654151043    -285.8391464089    -285.8172488226    -285.7807605984    
-286.0140113119    -285.8654455493    -285.8391212797    -285.8172578589    -285.7807233244    
-286.0140114860    -285.8654375149    -285.8391087108    -285.8172570331    -285.7807230899    
-286.0140115303    -285.8654229945    -285.8391594954    -285.8172496612    -285.7807614984    
-286.0139658736    -285.8654765873    -285.8391388409    -285.8172874548    -285.7806741796    
-286.0139660162    -285.8653076355    -285.8390294256    -285.8171182843    -285.7806590952    
-286.0139424889    -285.8653574990    -285.8390210782    -285.8171481737    -285.7806488116    
-286.0139424516    -285.8653675854    -285.8390977508    -285.8172229078    -285.7806781436    
-286.0139533185    -285.8653278984    -285.8391387647    -285.8171525612    -285.7807387652    
-286.0139537900    -285.8654099463    -285.8390086333    -285.8172062583    -285.7805955901    
-286.0139574096    -285.8653737501    -285.8390822677    -285.8172002275    -285.7806884508    
-286.0139574168    -285.8653785924    -285.8390771687    -285.8171980454    -285.7806876224    
-286.0139570625    -285.8653799987    -285.8390696321    -285.8171963630    -285.7806817707    
-286.0139570710    -285.8653717490    -285.8390890357    -285.8172013870    -285.7806934274    
-286.0139907679    -285.8654855240    -285.8391291360    -285.8172730421    -285.7807237969    
-286.0139907322    -285.8653369368    -285.8390997398    -285.8171969391    -285.7807266361    
-286.0140186012    -285.8654372210    -285.8391421521    -285.8172598809    -285.7807506680    
-286.0140186025    -285.8654377769    -285.8391400523    -285.8172610201    -285.7807480535    
-286.0140119434    -285.8654414613    -285.8391327932    -285.8172554429    -285.7807423169    
-286.0140119266    -285.8654204264    -285.8391361307    -285.8172524475    -285.7807428312    
-286.0140123071    -285.8654280608    -285.8391264744    -285.8172504213    -285.7807382048    
-286.0140122632    -285.8654339185    -285.8391432619    -285.8172578402    -285.7807479073    
-286.0140129160    -285.8652833759    -285.8392178721    -285.8172386753    -285.7807828699    
-286.0140129852    -285.8655829178    -285.8390529969    -285.8172698128    -285.7807065310    
-286.0154573588    -285.8656727231    -285.8396800362    -285.8170421561    -285.7818527955    
-286.0124868396    -285.8650776459    -285.8385049535    -285.8173502259    -285.7795386879    
-286.0139509463    -285.8655294097    -285.8391237779    -285.8172207975    -285.7807434290    
-286.0139541601    -285.8652138388    -285.8390268619    -285.8171697233    -285.7806248085    
-286.0140163168    -285.8652240397    -285.8390872854    -285.8172710533    -285.7809011983    
-286.0140168144    -285.8656647999    -285.8391976725    -285.8172607984    -285.7806048732    
-286.0140108033    -285.8651005187    -285.8391988250    -285.8170327356    -285.7807777344    
-286.0140098499    -285.8657626989    -285.8390655916    -285.8174657055    -285.7807036688    
-286.0140162059    -285.8655877912    -285.8391947059    -285.8172799484    -285.7807796528    
-286.0140161717    -285.8652862868    -285.8390869938    -285.8172439536    -285.7807190592    
-286.0139986813    -285.8654710014    -285.8391410575    -285.8172387138    -285.7807413048    
-286.0139985814    -285.8653676935    -285.8391110802    -285.8172585239    -285.7807289847    
-286.0139987445    -285.8653625673    -285.8391441297    -285.8172803643    -285.7807132885    
-286.0139987751    -285.8654721165    -285.8391118795    -285.8172012698    -285.7807631245    
-286.0139992724    -285.8655847717    -285.8391990168    -285.8172709121    -285.7807647388    
-286.0139990280    -285.8652548711    -285.8390657200    -285.8172163171    -285.7807134201    
-286.0140085732    -285.8657511019    -285.8392423788    -285.8172560192    -285.7807972433    
-286.0140085906    -285.8651114130    -285.8390363127    -285.8172605038    -285.7806931083    
-286.0139834359    -285.8656865609    -285.8388695502    -285.8172473824    -285.7809169707    
-286.0139839501    -285.8651471168    -285.8393602544    -285.8172315594    -285.7805283463    
-286.0140014808    -285.8655646555    -285.8391409497    -285.8171927451    -285.7807688993    
-286.0140013247    -285.8652812088    -285.8391141480    -285.8173019706    -285.7807162916    
-286.0139984227    -285.8654715251    -285.8391130578    -285.8172026950    -285.7807519285    
-286.0139983267    -285.8653626016    -285.8391364555    -285.8172792890    -285.7807240109    
-286.0140004684    -285.8653637646    -285.8391244876    -285.8172665446    -285.7807628373    
-286.0140004445    -285.8654785878    -285.8391342833    -285.8172219525    -285.7807186871    
-286.0140196056    -285.8660076608    -285.8391946916    -285.8172924287    -285.7809102492    
-286.0140190153    -285.8648771787    -285.8390938804    -285.8172398154    -285.7805943830    
-286.0140016210    -285.8652372762    -285.8391103823    -285.8169978393    -285.7807260266    
-286.0140407112    -285.8656508195    -285.8391780821    -285.8175336636    -285.7807804346    
